LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,COLLATERAL,L_P_RATIO,L_C_RATIO,C_P_RATIO,HIGH_DEBTINC_FLAG,HAS_DEROG
20800,97360.0,123854.0,HomeImp,Mgr,0.0,0.0,0.0,310.23181959,1.0,20.0,43.217416959,26494.0,0.1679396709028372,0.7850834151128557,0.2139131558124889,0,0
15600,62622.0,106824.0,HomeImp,ProfExe,9.0,0.0,0.0,261.02141544,0.0,11.0,34.97887956,44202.0,0.14603459896652438,0.35292520700420793,0.413783419456302,0,0
6000,53227.0,68700.0,HomeImp,Mgr,3.0,0.0,2.0,122.73333333,0.0,23.0,34.818261819,15473.0,0.08733624454148471,0.3877722484327538,0.22522561863173216,0,0
16500,48833.0,68872.0,DebtCon,Other,1.0,0.0,0.0,60.390652294,0.0,12.0,22.459624387,20039.0,0.23957486351492624,0.8233943809571336,0.29096004181670343,0,0
24700,44306.0,74197.0,DebtCon,Other,5.0,0.0,0.0,73.715250636,1.0,18.0,35.441570262,29891.0,0.33289755650498,0.8263356863269881,0.40285995390649215,0,0
38800,31976.0,89235.5,DebtCon,Office,2.0,0.0,3.0,134.54388598,1.0,24.0,34.818261819,26623.0,0.17052682455753387,0.6479140328697851,0.28113879003558717,0,0
14200,84718.0,103804.0,HomeImp,Other,21.0,0.0,0.0,123.66357507,4.0,23.0,30.635348147,19086.0,0.13679626989326038,0.7440008383108038,0.18386574698470193,0,0
6400,53476.0,70157.0,DebtCon,ProfExe,7.0,0.0,3.0,164.31540986,1.0,30.0,21.137981572,16681.0,0.09122396909788047,0.38367004376236435,0.2377667232065225,0,0
12900,61031.0,71550.0,HomeImp,Other,28.0,0.0,2.0,178.08725678,0.0,23.0,34.802428777,10519.0,0.18029350104821804,1.226352314858827,0.14701607267645003,0,0
19000,105729.0,172555.0,DebtCon,Office,6.0,0.0,0.0,216.43903593,4.0,23.0,41.046748124,66826.0,0.110109820057373,0.2843204740669799,0.38727362290284256,0,0
14000,37019.0,57125.0,DebtCon,Other,7.0,0.0,0.0,69.823553128,0.0,15.0,41.637058771,20106.0,0.24507658643326038,0.6963095593355217,0.35196498905908097,0,0
20000,65019.0,64928.84,HomeImp,Office,8.0,0.0,0.0,122.66666667,2.0,5.0,34.818261819,26623.0,0.3080295289427626,0.6479140328697851,0.28113879003558717,0,0
16800,50445.0,71711.0,DebtCon,Other,5.0,0.0,0.0,71.230761689,5.0,18.0,40.582913478,21266.0,0.23427368186191797,0.7899934167215273,0.2965514356235445,0,0
40800,12064.0,66193.0,HomeImp,Office,7.0,0.0,0.0,305.78609895,0.0,18.0,12.935687689,54129.0,0.6163793754626622,0.7537549188050767,0.8177450787847658,0,0
8700,56904.0,64122.0,DebtCon,Mgr,5.0,0.0,4.0,119.55547341,2.0,11.0,38.695614603,7218.0,0.13567886216899036,1.2053200332502079,0.11256666978572097,0,0
10700,56197.0,79272.0,HomeImp,Other,18.0,0.0,0.0,218.98166217,1.0,16.0,34.015359605,23075.0,0.13497830255323442,0.4637053087757313,0.2910863861136341,0,0
13700,96597.0,120380.0,DebtCon,ProfExe,13.0,0.0,0.0,181.40485044,1.0,17.0,34.315437212,23783.0,0.11380628011297558,0.5760417104654585,0.1975660408705765,0,0
20200,105278.0,180304.0,DebtCon,Office,6.0,0.0,0.0,218.65781872,3.0,24.0,41.80676309,75026.0,0.11203301091489928,0.26923999680110894,0.41610835034164523,0,0
13400,87175.0,115530.0,HomeImp,ProfExe,13.0,0.0,1.0,180.94510639,1.0,27.0,33.900056418,28355.0,0.11598718947459534,0.47257979192382293,0.24543408638448888,0,0
9900,73804.0,97413.0,DebtCon,ProfExe,5.0,0.0,0.0,107.33302454,0.0,25.0,33.524879599,23609.0,0.10162914600720643,0.41933161082637976,0.24235984930142795,0,0
22800,39166.0,84407.0,DebtCon,ProfExe,11.0,0.0,0.0,276.12197299,0.0,19.0,38.968366525,45241.0,0.2701197767957634,0.5039676399725912,0.5359863518428566,0,0
7800,38506.0,50309.0,DebtCon,Other,11.0,0.0,0.0,231.0011955,0.0,32.0,35.906115846,11803.0,0.15504184142002425,0.6608489367110056,0.23461010952314695,0,0
7200,79946.0,113807.0,DebtCon,Office,1.0,0.0,0.0,238.45882498,0.0,37.0,18.617288691,33861.0,0.06326500127408684,0.21263400372109506,0.29753002890859087,0,0
41800,231128.05999999994,289635.4099999999,HomeImp,ProfExe,4.0,0.0,0.0,327.74375515,4.0,14.0,43.80929207,106011.0,0.08898388071902381,0.39429870485138335,0.22567632006948407,0,0
26800,35485.0,74949.0,DebtCon,Mgr,14.0,0.0,0.0,84.766624812,5.0,15.0,36.191458547,39464.0,0.35757648534336683,0.67909993918508,0.5265447170742772,0,0
31300,33658.0,76624.0,DebtCon,Other,7.0,0.0,0.0,286.69628922,0.0,15.0,40.357373902,42966.0,0.40848820212988096,0.7284829865475027,0.5607381499269158,0,0
8000,78720.0,86800.0,DebtCon,Other,0.1,4.0,0.0,173.46666667,0.0,4.0,34.818261819,8080.0,0.09216589861751152,0.9900990099009901,0.09308755760368663,0,1
3000,104570.0,121729.0,HomeImp,Office,2.0,0.0,0.0,85.884371895,0.0,14.0,32.059783267,17159.0,0.0246449079512688,0.17483536336616354,0.14096065851194045,0,0
14600,76194.0,106461.0,DebtCon,Other,4.0,0.0,0.0,80.706197627,1.0,13.0,34.529550086,30267.0,0.13713942194794337,0.4823735421416064,0.28430129343139743,0,0
31800,70680.0,114720.0,HomeImp,Other,5.0,0.0,0.0,115.85024915,8.0,20.0,43.06942356,44040.0,0.27719665271966526,0.7220708446866485,0.38389121338912136,0,0
8600,76703.0,100862.0,HomeImp,Other,0.0,0.0,1.0,174.55712019,0.0,31.0,34.386230664,24159.0,0.08526501556582261,0.35597499896518897,0.23952529198310563,0,0
14700,35164.0,68061.0,DebtCon,ProfExe,5.0,0.0,0.0,245.67057762,1.0,16.0,23.112289816,32897.0,0.2159827213822894,0.44684925677113413,0.48334582213014793,0,0
12600,25000.0,37882.0,HomeImp,Other,8.8,0.0,0.0,87.2,2.0,12.0,34.818261819,12882.0,0.3326117945198247,0.9781089892873778,0.34005596325431603,0,0
16000,50000.0,71130.0,DebtCon,ProfExe,2.5,0.0,0.0,189.7,0.0,22.0,34.818261819,21130.0,0.2249402502460284,0.7572172266919073,0.29706171798116127,0,0
11600,50433.0,107092.0,DebtCon,ProfExe,5.0,0.0,1.0,225.18169134,0.0,9.0,24.95259473,56659.0,0.10831808164942293,0.20473358160221677,0.529068464497815,0,0
14700,33150.0,46053.0,HomeImp,Other,8.0,0.0,0.0,76.914717556,2.0,11.0,30.69643481,12903.0,0.31919744642042863,1.1392699372239015,0.28017718715393136,0,0
12700,79898.0,101989.0,DebtCon,ProfExe,9.0,2.0,0.0,214.99645978,1.0,29.0,29.306071113,22091.0,0.12452323289766544,0.5748947535195328,0.2166017903891596,0,1
15000,45000.0,85000.0,HomeImp,Mgr,11.0,0.0,0.0,110.0,0.0,31.0,34.818261819,40000.0,0.17647058823529413,0.375,0.47058823529411764,0,0
17000,60483.0,85015.0,HomeImp,ProfExe,4.0,0.0,0.0,116.52526509,0.0,12.0,27.29874318,24532.0,0.1999647121096277,0.6929724441545736,0.2885608422043169,0,0
25000,65700.0,93400.0,DebtCon,Office,10.0,0.0,0.0,149.16666667,0.0,21.0,34.818261819,27700.0,0.2676659528907923,0.9025270758122743,0.2965738758029979,0,0
16700,77083.0,103540.0,DebtCon,Other,17.0,0.0,0.0,170.81237285,1.0,10.0,37.226430597,26457.0,0.16129032258064516,0.6312129115168008,0.25552443500096583,0,0
11400,84278.0,200480.0,HomeImp,Self,14.0,0.0,0.0,4.4127700608,1.0,8.0,19.112485067,113310.33999999991,0.056863527533918594,0.09810502400991378,0.5796189146049481,0,0
5000,51209.0,55320.0,DebtCon,Unknown,5.0,0.0,1.0,69.107465597,1.0,15.0,35.025072968,4111.0,0.09038322487346348,1.2162490878131842,0.07431308749096167,0,0
41700,65019.0,289635.4099999999,HomeImp,Other,18.0,0.0,0.0,189.09937822,1.0,23.0,43.258778977,26623.0,0.04882252252041296,0.6479140328697851,0.28113879003558717,0,0
18200,50250.0,72000.0,DebtCon,Mgr,10.0,2.0,0.0,75.066666667,3.0,28.0,34.818261819,21750.0,0.25277777777777777,0.8367816091954023,0.3020833333333333,0,1
4000,62000.0,78000.0,HomeImp,Other,4.0,0.0,0.0,109.56666667,0.0,15.0,34.818261819,16000.0,0.05128205128205128,0.25,0.20512820512820512,0,0
15400,7839.0,48276.0,DebtCon,ProfExe,4.0,0.0,0.0,315.17831848,0.0,16.0,18.301959465,40437.0,0.31899908857403264,0.38083933031629447,0.8376211782252051,0,0
5200,65019.0,9500.0,DebtCon,Other,1.0,0.0,1.0,81.1,1.0,2.0,34.818261819,26623.0,0.5473684210526316,0.6479140328697851,0.28113879003558717,0,0
12700,130867.0,201245.0,HomeImp,Office,0.0,0.0,1.0,340.79534444,0.0,15.0,40.168827023,70378.0,0.06310715794181222,0.1804541191849726,0.34971303634872913,0,0
31100,73386.0,108864.0,HomeImp,Other,5.0,0.0,0.0,119.53951836,8.0,21.0,42.826600831,35478.0,0.2856775426219871,0.8765995828400699,0.32589285714285715,0,0
4000,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.133333333,1.0,26.0,34.818261819,7638.0,0.10752688172043011,0.5236973029588897,0.2053225806451613,0,0
50400,43635.0,104114.0,HomeImp,Self,10.0,0.0,0.0,224.4829394,3.0,35.0,40.851444098,60479.0,0.48408475325124384,0.8333471122207708,0.5808920990452773,0,0
8200,65019.0,49362.0,Unknown,Unknown,7.0,0.0,0.0,173.46666667,1.0,20.0,11.769692151,26623.0,0.1661196872087841,0.6479140328697851,0.28113879003558717,0,0
23300,82472.0,110321.0,DebtCon,Other,7.0,0.0,0.0,174.23998064,2.0,25.0,37.912872473,27849.0,0.21120185640086656,0.8366548170490862,0.252436072914495,0,0
26200,141109.0,245422.0,HomeImp,ProfExe,28.0,0.0,0.0,343.78712232,1.0,18.0,38.113555937,104313.0,0.10675489564912681,0.2511671603731079,0.42503524541402155,0,0
17900,97335.0,167384.0,Unknown,Other,7.0,0.0,0.0,250.48710842,1.0,24.0,39.15632328,70049.0,0.10693973139607131,0.25553541092663706,0.4184928069588491,0,0
22900,67312.0,95000.0,HomeImp,Mgr,3.9,0.0,2.0,122.76666667,0.0,32.0,34.818261819,27688.0,0.24105263157894738,0.8270731002600404,0.29145263157894735,0,0
25000,106282.0,167500.0,HomeImp,ProfExe,14.0,2.0,4.0,198.86666667,2.0,28.0,34.818261819,61218.0,0.14925373134328357,0.40837662125518637,0.36548059701492536,0,1
10700,147477.0,181050.0,HomeImp,Office,6.0,0.0,0.0,190.02108492,1.0,50.0,34.698162391,33573.0,0.05909969621651477,0.31870848598576235,0.18543496271748136,0,0
32600,79874.0,125000.0,DebtCon,Mgr,29.940999999999985,0.0,0.0,340.9,0.0,20.0,34.818261819,45126.0,0.2608,0.722421663785844,0.361008,0,0
15300,22057.0,44461.0,Unknown,Office,1.0,0.0,0.0,210.27547612,0.0,16.0,40.432252239,22404.0,0.34412181462405256,0.6829137653990359,0.503902296394593,0,0
30000,17696.0,53100.0,DebtCon,Mgr,20.0,4.0,5.0,147.86666667,0.0,28.0,34.818261819,35404.0,0.5649717514124294,0.8473618800135578,0.6667419962335217,0,1
10000,71000.0,97875.0,HomeImp,ProfExe,8.0,0.0,0.0,165.71489362,0.0,34.0,34.818261819,26875.0,0.10217113665389528,0.37209302325581395,0.27458492975734355,0,0
7500,88056.0,104794.0,DebtCon,ProfExe,25.0,0.0,0.0,56.750113136,2.0,14.0,30.538906969,16738.0,0.07156898295703952,0.44808220814912175,0.15972288489799033,0,0
19000,57429.0,86250.0,DebtCon,Office,5.0,0.0,0.0,175.5,1.0,16.0,34.818261819,28821.0,0.22028985507246376,0.659241525276708,0.3341565217391304,0,0
17000,31772.0,60289.0,HomeImp,ProfExe,6.0,0.0,0.0,189.23698365,0.0,13.0,31.125746532,28517.0,0.2819751530129874,0.5961356383911351,0.4730050257924331,0,0
33500,231128.05999999994,42013.0,DebtCon,Mgr,3.0,0.0,2.0,201.61229884,2.0,50.0,41.644794258,-198144.0,0.7973722419251185,-0.1690689599483204,-4.7162544926570344,0,0
50700,65019.0,83365.0,HomeImp,Self,9.0,0.0,0.0,190.22925104,0.0,21.0,25.655976854,26623.0,0.6081688958195886,0.6479140328697851,0.28113879003558717,0,0
18400,99902.0,125249.0,DebtCon,Office,26.0,0.0,0.0,294.42411801,2.0,16.0,33.488547383,25347.0,0.14690736053780867,0.7259241724858958,0.20237287323651287,0,0
30100,92249.0,89235.5,HomeImp,Office,2.0,1.0,0.0,180.68015364,0.0,21.0,31.089120287,26623.0,0.17052682455753387,0.6479140328697851,0.28113879003558717,0,1
15800,46716.0,60231.0,DebtCon,Other,3.0,0.0,0.0,191.32373689,0.0,13.0,28.053604481,13515.0,0.2623233882884229,1.169071402145764,0.2243861134631668,0,0
38000,58200.0,108000.0,DebtCon,Mgr,16.0,0.0,1.0,195.83333333,0.0,22.0,34.818261819,49800.0,0.35185185185185186,0.7630522088353414,0.46111111111111114,0,0
4900,57461.0,68494.0,DebtCon,ProfExe,8.0,0.0,4.0,183.63561323,0.0,30.0,22.795423552,11033.0,0.07153911291499986,0.4441221789177921,0.16107980261044763,0,0
27600,103898.0,130784.0,DebtCon,Office,11.0,0.0,0.0,147.12839778,0.0,29.0,42.009813582,26886.0,0.21103498898947884,1.0265565721937067,0.20557560557866406,0,0
16000,71670.0,84124.0,DebtCon,Other,10.0,0.0,0.0,81.596128837,3.0,12.0,32.948898967,12454.0,0.1901954258000095,1.2847277982977356,0.1480433645570824,0,0
9800,54861.0,71138.0,HomeImp,Other,4.0,0.0,0.0,258.33461797,2.0,16.0,36.035712866,16277.0,0.13776040934521633,0.6020765497327517,0.22880879417470268,0,0
22600,231128.05999999994,264462.0,HomeImp,Self,5.0,0.0,0.0,244.17973039,2.0,50.0,36.700870555,25347.0,0.08545651171056712,0.8916242553359371,0.09584363727113915,0,0
13700,95065.0,123858.0,DebtCon,Other,9.0,0.0,0.0,176.95253246,0.0,27.0,34.596837528,28793.0,0.11061053787401702,0.4758100927308721,0.23246782605887387,0,0
8700,53504.0,66888.0,DebtCon,Mgr,7.0,0.0,3.0,112.17512076,2.0,10.0,39.318772261,13384.0,0.1300681736634374,0.6500298864315601,0.20009568233464897,0,0
59500,47485.0,69981.0,DebtCon,Other,4.0,0.0,0.0,100.13931115,0.0,20.0,29.473673305,22496.0,0.8502307769251654,2.644914651493599,0.32145868164216,0,0
5100,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.95825512,1.0,28.0,26.257970132,29758.0,0.04421671391786095,0.17138248538208212,0.2580001907387659,0,0
22000,124000.0,155000.0,DebtCon,Sales,1.0,0.0,5.0,130.3,1.0,50.0,34.818261819,31000.0,0.14193548387096774,0.7096774193548387,0.2,0,0
28000,140770.0,209726.0,HomeImp,ProfExe,5.0,0.0,0.0,190.32952199,0.0,27.0,38.886605965,68956.0,0.13350752887100312,0.40605603573293114,0.32879089860103183,0,0
28900,65019.0,117991.0,DebtCon,Mgr,7.0,0.0,0.0,159.55002458,0.0,27.0,32.16500253,26623.0,0.2449339356391589,0.6479140328697851,0.28113879003558717,0,0
8200,80989.0,105080.0,DebtCon,Mgr,1.0,0.0,0.0,81.354795297,1.0,24.0,38.4757705,24091.0,0.07803578226113438,0.34037607405255077,0.22926341834792538,0,0
16500,50000.0,89235.5,DebtCon,Mgr,1.0,0.0,0.0,120.73333333,3.0,11.0,34.818261819,26623.0,0.17052682455753387,0.6479140328697851,0.28113879003558717,0,0
8400,102894.0,117799.0,HomeImp,Other,9.0,0.0,0.0,398.56537894799993,1.0,49.0,39.633190088,14905.0,0.07130790583960815,0.5635692720563569,0.12652908768325707,0,0
23600,126254.0,169638.0,DebtCon,ProfExe,6.0,0.0,0.0,176.74916309,0.0,38.0,17.620920214,43384.0,0.1391197726924392,0.5439793472247834,0.25574458552918566,0,0
15600,83758.0,106992.0,HomeImp,ProfExe,3.0,0.0,0.0,127.66581767,1.0,24.0,39.014519389,23234.0,0.14580529385374608,0.6714298011534819,0.21715642291012413,0,0
10000,57238.0,101500.0,DebtCon,ProfExe,10.0,0.0,0.0,106.83333333,0.0,36.0,34.818261819,44262.0,0.09852216748768473,0.22592743210880664,0.43607881773399015,0,0
29400,119256.0,160683.0,DebtCon,ProfExe,6.0,0.0,0.0,109.12119697,3.0,27.0,33.301762888,41427.0,0.1829689512891843,0.7096820913896734,0.25781818860738226,0,0
9600,44553.0,48626.0,HomeImp,Mgr,20.0,0.0,1.0,226.45215948,0.0,18.0,35.555922893,4073.0,0.1974252457533007,2.356985023324331,0.08376177353679101,0,0
30800,15428.0,45495.0,DebtCon,Other,28.0,0.0,0.0,200.50912433,0.0,15.0,42.387985513,30067.0,0.6769974722496978,1.0243788871520272,0.6608858116276514,0,0
9300,44026.0,70535.0,HomeImp,Office,12.0,3.0,1.0,245.9,2.0,29.0,34.818261819,26509.0,0.13184943644998937,0.35082424836847864,0.3758276033175019,0,1
19500,94543.0,127718.0,DebtCon,ProfExe,11.0,0.0,0.0,132.40785557,1.0,24.0,30.85706709,33175.0,0.1526801233968587,0.587792012057272,0.2597519535226045,0,0
6800,139578.0,154602.0,HomeImp,ProfExe,12.0,0.0,0.0,201.96083432,0.0,18.0,22.325828788,15024.0,0.04398390706459166,0.45260915867944623,0.09717856172623898,0,0
3900,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.566666667,2.0,14.0,34.818261819,17800.0,0.1,0.21910112359550563,0.4564102564102564,0,0
23500,86144.0,138953.0,DebtCon,Other,13.0,0.0,0.0,110.05419832,3.0,15.0,41.841690898,52809.0,0.16912193331558154,0.44499990531916905,0.3800493692111721,0,0
28100,61000.0,99000.0,DebtCon,Mgr,7.0,0.0,1.0,129.16666667,1.0,31.0,34.818261819,38000.0,0.28383838383838383,0.7394736842105263,0.3838383838383838,0,0
25000,65019.0,48700.0,DebtCon,ProfExe,11.0,0.0,3.0,41.566666667,3.0,6.0,34.818261819,26623.0,0.5133470225872689,0.6479140328697851,0.28113879003558717,0,0
14700,30306.0,44195.0,HomeImp,Other,9.0,0.0,1.0,87.431226279,2.0,12.0,29.404935156,13889.0,0.33261681185654485,1.0583915328677371,0.31426631971942526,0,0
4500,118000.0,146870.0,HomeImp,ProfExe,4.5,2.0,0.0,203.86666667,1.0,20.0,34.818261819,28870.0,0.030639340913733232,0.15587114651887773,0.1965683938176619,0,1
15700,122646.0,204282.0,DebtCon,Other,2.0,0.0,0.0,201.92370782,0.0,17.0,26.31831366,81636.0,0.07685454420849609,0.19231711499828508,0.3996240491085852,0,0
15300,39065.0,54970.0,DebtCon,Other,7.0,0.0,0.0,73.756690232,0.0,15.0,41.823084717,15905.0,0.2783336365290158,0.9619616472807293,0.2893396398035292,0,0
13800,18714.0,47905.0,HomeImp,Office,25.0,0.0,0.0,259.10302278,0.0,19.0,29.479662342,29191.0,0.2880701388164075,0.47274844986468434,0.609351842187663,0,0
23700,62949.0,99295.0,HomeImp,Office,15.0,0.0,0.0,145.35528027,0.0,14.0,36.032760292,36346.0,0.2386827131275492,0.6520662521322842,0.3660405861322322,0,0
12000,36000.0,51900.0,DebtCon,Other,0.1,0.0,0.0,247.5,1.0,10.0,34.818261819,15900.0,0.23121387283236994,0.7547169811320755,0.3063583815028902,0,0
8100,26886.0,36527.0,HomeImp,ProfExe,12.0,0.0,0.0,188.41982641,0.0,13.0,24.865567185,9641.0,0.22175377118296055,0.8401618089409812,0.2639417417252991,0,0
17000,6778.0,60065.0,DebtCon,Sales,0.0,0.0,0.0,326.51841443,0.0,5.0,38.836601841,53287.0,0.28302672105219345,0.31902715484076793,0.869194001980421,0,0
13800,78645.0,130104.0,DebtCon,ProfExe,16.0,0.0,0.0,295.72131731,0.0,19.0,29.966602425,51459.0,0.10606899096107729,0.26817466332419987,0.3955220439033389,0,0
11100,52029.0,71376.0,HomeImp,Other,4.0,0.0,1.0,250.25216481,2.0,16.0,38.483648445,19347.0,0.1555144586415602,0.5737323616064506,0.27105749831876264,0,0
19400,71515.0,100771.0,DebtCon,Other,7.0,1.0,1.0,223.17108437,2.0,13.0,40.705043705,29256.0,0.19251570392275555,0.6631118403062619,0.2903216203074297,0,1
14200,68750.0,88627.0,DebtCon,Other,10.0,0.0,1.0,219.67280084,0.0,32.0,34.639961398,19877.0,0.1602220542272671,0.7143935201489159,0.22427702618840759,0,0
6100,48500.0,62500.0,DebtCon,Mgr,7.0,0.0,4.0,111.3,2.0,11.0,34.818261819,14000.0,0.0976,0.4357142857142857,0.224,0,0
9400,77715.0,101258.0,DebtCon,Mgr,2.0,0.0,0.0,65.876586717,1.0,23.0,38.108000987,23543.0,0.09283217128523179,0.3992694219088476,0.23250508601789488,0,0
21800,107271.0,161219.0,DebtCon,Mgr,15.0,0.0,0.0,187.29747694,0.0,26.0,31.556948739,53948.0,0.13521979419299215,0.4040928301327204,0.33462557142768534,0,0
11000,85149.0,106820.0,HomeImp,Mgr,10.0,0.0,0.0,240.43333333,0.0,25.0,34.818261819,21671.0,0.10297697060475566,0.5075907895344008,0.2028739936341509,0,0
9800,78022.0,103466.0,DebtCon,Mgr,1.0,0.0,0.0,83.835338491,2.0,24.0,37.434615355,25444.0,0.0947171051359867,0.3851595661059582,0.24591653296735158,0,0
39100,68135.0,108723.0,DebtCon,Mgr,15.0,0.0,1.0,193.6861891,0.0,22.0,38.578992713,40588.0,0.3596295172134691,0.9633389179067705,0.37331567377647784,0,0
50000,26976.0,89235.5,DebtCon,Mgr,8.3,1.0,0.0,111.6,1.0,6.0,34.818261819,26623.0,0.17052682455753387,0.6479140328697851,0.28113879003558717,0,1
32000,35219.0,76888.0,DebtCon,Other,9.0,0.0,0.0,110.4525208,1.0,23.0,32.364212626,41669.0,0.4161897825408386,0.7679569944083131,0.5419441265216939,0,0
5000,65019.0,36375.0,HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,34.818261819,26623.0,0.13745704467353953,0.6479140328697851,0.28113879003558717,0,0
10300,56127.0,72294.0,HomeImp,Other,28.0,1.0,3.0,184.34575081,0.0,24.0,34.634235614,16167.0,0.14247378758956483,0.6371002659738975,0.2236285168893684,0,1
18000,47000.0,69000.0,DebtCon,Other,6.0,3.0,2.0,110.63333333,2.0,24.0,34.818261819,22000.0,0.2608695652173913,0.8181818181818182,0.3188405797101449,0,1
15000,42657.0,65000.0,DebtCon,ProfExe,18.0,0.0,0.0,181.6,0.0,23.0,34.818261819,22343.0,0.23076923076923078,0.6713512061943337,0.34373846153846155,0,0
5000,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.67506316,2.0,10.0,37.512708409,17122.0,0.05140066820868671,0.29202196005139586,0.17601644821382678,0,0
15600,76724.0,96942.0,DebtCon,Other,0.0,1.0,0.0,157.41095093,1.0,18.0,34.23989502,20218.0,0.16092096305007117,0.7715896725689979,0.20855769429143198,0,1
23000,65019.0,56390.0,DebtCon,Other,7.0,0.0,1.0,314.27371253,0.0,19.0,37.74372511,26623.0,0.40787373647809894,0.6479140328697851,0.28113879003558717,0,0
19700,19349.0,133226.0,DebtCon,Other,9.0,0.0,0.0,342.31635733,1.0,9.0,40.147908351,113310.33999999991,0.14786903457283113,0.17299366860735707,0.8547655862969691,0,0
15700,35873.0,52800.0,HomeImp,Other,10.0,0.0,0.0,128.23591372,0.0,10.0,20.950252082,16927.0,0.29734848484848486,0.9275122585218881,0.3205871212121212,0,0
17300,40280.0,66319.0,DebtCon,Unknown,4.0,0.0,0.0,101.32557693,2.0,9.0,27.975935447,26039.0,0.2608603869177762,0.6643880333346135,0.3926325788989581,0,0
12500,41000.0,64680.0,DebtCon,Other,2.0,0.0,0.0,70.9,3.0,30.0,34.818261819,23680.0,0.1932591218305504,0.5278716216216216,0.3661100803957947,0,0
17300,96138.0,124066.0,DebtCon,Office,1.0,0.0,2.0,271.7823232,0.0,30.0,40.404506226,27928.0,0.13944190995115502,0.6194500143225437,0.2251059919720149,0,0
11900,44142.0,54299.0,HomeImp,Other,22.0,0.0,0.0,123.47114722,0.0,22.0,37.154902302,10157.0,0.21915689055047055,1.171605789110958,0.18705685187572516,0,0
12200,206613.0,232176.0,HomeImp,ProfExe,10.0,0.0,1.0,237.31576972,0.0,22.0,30.689439205,25563.0,0.052546344152711734,0.4772522786840355,0.11010181930948935,0,0
11900,54867.0,79000.0,HomeImp,Mgr,1.0,0.0,0.0,182.6,2.0,23.0,34.818261819,24133.0,0.15063291139240506,0.49310073343554467,0.30548101265822786,0,0
24300,123686.0,153184.0,DebtCon,Mgr,4.0,0.0,0.0,298.28291333,0.0,25.0,36.336564389,29498.0,0.15863275537915186,0.823784663367008,0.19256580321704617,0,0
8600,75464.0,84263.0,HomeImp,Other,21.0,0.0,0.0,352.65827116,0.0,47.0,28.196714905,8799.0,0.10206140298826294,0.9773837936129106,0.10442305638299135,0,0
17600,71366.0,87862.0,DebtCon,Office,5.0,0.0,0.0,116.79668509,0.0,20.0,23.400137117,16496.0,0.2003141289749835,1.066925315227934,0.1877489699756436,0,0
26600,128238.0,165316.0,DebtCon,Mgr,1.0,0.0,0.0,236.06597186,2.0,23.0,36.939319169,37078.0,0.16090396573834354,0.7174065483575166,0.22428561058820684,0,0
4800,80482.0,88342.0,HomeImp,ProfExe,7.0,0.0,0.0,275.03239483,0.0,11.0,43.717635112,7860.0,0.05433429172986801,0.6106870229007634,0.08897240270765887,0,0
36000,89270.0,127834.0,DebtCon,Mgr,29.940999999999985,0.0,0.0,350.61952731,0.0,20.0,38.669072838,38564.0,0.28161521973809783,0.9335131210455347,0.3016724814994446,0,0
14100,65994.0,80037.0,DebtCon,Unknown,8.0,0.0,0.0,173.46666667,1.0,20.0,27.735204056,14043.0,0.1761685220585479,1.0040589617603077,0.17545635143746016,0,0
22300,65019.0,135000.0,DebtCon,Office,9.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,26623.0,0.16518518518518518,0.6479140328697851,0.28113879003558717,0,0
5000,66435.0,82819.0,HomeImp,Other,2.0,0.0,0.0,125.13062556,0.0,14.0,42.183538672,16384.0,0.06037261980946401,0.30517578125,0.19782900059165168,0,0
9000,65019.0,63684.0,HomeImp,Other,7.0,0.0,0.0,358.06666667,0.0,7.0,34.818261819,26623.0,0.14132278123233466,0.6479140328697851,0.28113879003558717,0,0
16900,78455.0,121450.0,Unknown,Unknown,7.0,0.0,0.0,173.46666667,1.0,20.0,33.742374549,42995.0,0.1391519143680527,0.393068961507152,0.3540139975298477,0,0
17700,71399.0,96588.0,HomeImp,ProfExe,7.0,0.0,0.0,83.59853183,0.0,16.0,33.626585668,25189.0,0.18325257795999503,0.7026876811306523,0.2607880896177579,0,0
58000,39436.0,75446.0,DebtCon,Other,2.0,0.0,0.0,102.20935816,0.0,20.0,30.164553563,36010.0,0.768761763380431,1.6106637045265204,0.4772950189539538,0,0
16200,23466.0,206368.0,DebtCon,Mgr,9.0,4.0,3.0,141.02742652,8.0,41.0,32.36849777,113310.33999999991,0.07850054271980152,0.08857202217580999,0.869194001980421,0,1
28500,49461.0,83352.0,DebtCon,Other,21.0,0.0,0.0,210.02505835,0.0,26.0,37.301764099,33891.0,0.341923409156349,0.8409312206780561,0.4066009213936078,0,0
5500,71644.0,72696.0,HomeImp,Sales,4.0,2.0,0.0,150.86584513,0.0,22.0,40.442567785,1052.0,0.0756575327390778,2.6498646454383787,0.014471222625729063,0,1
